tender_id,card_id,verdict,relevant,boilerplate_only_ai,info_has_real_ai,classification,relevance_score,product_category,customer,tender_name
"816500000626008791","","relevant_soft","true","false","","ai_core","20","medical_ai_support","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ)","Оказание услуг по предоставлению права использования программного обеспечения для организации системы сбора, хранения, обработки, "
"rq_0372100003426000793","94474229","relevant_ai","true","false","","ai_core","18","software_services","Федеральное государственное образовательное учреждение высше","Запрос цены. Выполнение работ по разработке рабочего проекта (РП) программного обеспечения для защиты от атак на интеллектуальные "
"32616028314","94446832","relevant_ai","true","false","","ai_core","49","enterprise_rag_llm_assistant","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ","Право заключения договора на выполнение работ по созданию системы «Интеллектуальный помощник» с использованием искусственного инте"
"301300279326000054","","relevant_soft","true","false","","ai_core","21","medical_ai_support","","Оказание услуг по предоставлению неисключительного право на использование доступа к цифровому корпоративному порталу как облачной "
"rq_0372100047626000201","94421541","relevant_ai","true","true","","automation_software","20","medical_ai_support","Федеральное государственное бюджетное учреждение ""Санкт-Пете","Запрос цены. Выполнение работ по созданию Комплекса инструментов для автоматизированной системы «Интеграционная платформа для анал"
"rq_0373100127226000056","94420974","relevant_ai","true","true","","ai_core","10","analytics_monitoring","федеральное казенное учреждение ""Главный информационно-анали","Запрос цены. Поставка вычислительных узлов на базе ускорителей вычислительных операций в области искусственного интеллекта для ФЦО"
"0846500000626000337","94431689","relevant_soft","true","true","","ai_core","10","gov_regulatory_analytics","ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО РАЗМЕЩЕНИЮ ГОСЗ","Работы по модернизации информационно-аналитического портала Правительства Липецкой области"
"94441024","94441024","relevant_ai","true","true","","ai_core","10","computer_vision","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛМА""","СБОР КП Внедрение искусственного интеллекта в систему видеонаблюдения для обнаружения возгорания/задымления"
"32616023315","94413297","relevant_soft","true","false","","ai_core","44","voice_assistant_healthcare","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБ","Оказание услуг по созданию подсистемы интеллектуального речевого взаимодействия государственной информационной системы в сфере здр"
"32616019750","94396680","relevant_soft","true","false","","ai_core","21","medical_ai_support","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫ","Оказание услуг по предоставлению доступа к базе данных резюме с возможностью просмотра контактной информации соискателя с использо"
"0101500000326000125","94403543","relevant_ai","true","false","","ai_core","8","computer_vision","ГОСУДАРСТВЕННЫЙ КОМИТЕТ РЕСПУБЛИКИ БАШКОРТОСТАН ПО МОНИТОРИН","Оказание услуг по содержанию системы автоматической фотовидеофиксации нарушений правил дорожного движения и распознавания изображе"
"rq_0190200000326000005","94386525","relevant_ai","true","false","","ai_core","8","software_services","Департамент государственного заказа и торговли Ямало-Ненецко","Запрос цены. Выполнение работ по модернизации сервиса предиктивной аналитики: переход к мультиагентной архитектуре и внедрение ИИ-"
"131200001026002883","","relevant_ai","true","true","","ai_core","22","medical_ai_support","МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗА","2026-03249 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный "
"372200022226000040","","ambiguous","false","true","true","ai_core","22","medical_ai_support","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДР","Оказание услуг по эксплуатации и сопровождению модулей АИС WEB «Поликлиника» с предоставлением неисключительных прав использования"
"321100005826000010","","relevant_soft","true","false","","ai_core","21","enterprise_rag_llm_assistant","УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ СВЯЗИ, ИНФО","Услуги информационно-технологической поддержки баз данных справочно-правовых систем"
"0131200001026002883","94380055","relevant_ai","true","true","","ai_core","20","medical_ai_support","Управление государственного заказа и организации торгов Воро","2026-03249 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный "
"94358969","94358969","relevant_soft","true","false","","automation_software","7","software_services","Торговая Система «ТЭК-Торг»","Передача сертификата, удостоверяющего право на получение услуг по технической поддержке программы для ЭВМ Primo RPA"
"rq_0895100000126000505","94352486","relevant_ai","true","false","","ai_core","9","enterprise_rag_llm_assistant","","Запрос цены. Предоставление прав на условиях простой (неисключительной) лицензии на программное обеспечение большой языковой модел"
"830500000226001347","","relevant_soft","true","false","","ai_core","103","","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""ЦЕН","Оказание услуг по предоставлению доступа к программному обеспечению по модели SaaS в целях использования единого счета для оплаты "
"131200001026002858","","relevant_ai","true","false","","automation_software","36","medical_ai_support","МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗА","2026-03194 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный "
"173100012026000005","","relevant_soft","true","false","","ai_core","30","gov_regulatory_analytics","ФЕДЕРАЛЬНАЯ АНТИМОНОПОЛЬНАЯ СЛУЖБА","Оказание услуг по эксплуатации государственной информационной системы по предупреждению, выявлению и пресечению ограничивающих кон"
"173200001426000885","","relevant_soft","true","false","","automation_software","27","medical_ai_support","ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ","Выполнение работ по развитию государственной информационной системы: автоматизированная информационная система города Москвы «Един"
"131200001026002857","","relevant_ai","true","true","","ai_core","22","medical_ai_support","МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗА","2026-03187 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный "
"0131200001026002858","94341556","relevant_ai","true","true","","ai_core","20","medical_ai_support","Управление государственного заказа и организации торгов Воро","2026-03194 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный "
"148200000926000002","","relevant_soft","true","false","","ai_core","15","","МИНИСТЕРСТВО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ","Оказание услуг по сопровождению государственной информационной системы «Единая автоматизированная информационная система оценки ка"
"rq_0173200023326000040","94321748","relevant_ai","true","true","","ai_core","10","software_services","Департамент информационных технологий города Москвы","Запрос цены. Поставка программного обеспечения и сертификата на техническую поддержку программного обеспечения для искусственного "
"0131200001026002857","94341553","relevant_ai","true","true","","ai_core","10","medical_ai_support","Управление государственного заказа и организации торгов Воро","2026-03187 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный "
"859200001126006005","","relevant_soft","true","false","","automation_software","26","medical_ai_support","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ЦЕНТР","Оказание услуг в целях автоматизации взаимодействия учреждений службы занятости с гражданами и работодателями, включая передачу не"
"375200045626000004","","relevant_soft","true","true","","ai_core","22","medical_ai_support","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КРЫМ ""КРЫМСК","Оказание услуг по технической поддержке и сопровождению программного обеспечения «Система поддержки принятия врачебных решений «WE"
"2060500000126000848","94313073","ambiguous","false","false","false","ai_core","11","analytics_monitoring","ФОНД КАПИТАЛЬНОГО РЕМОНТА ОБЩЕГО ИМУЩЕСТВА В МНОГОКВАРТИРНЫХ","Оказание услуг по сопровождению подсистем информационно-аналитической системы для автоматизации деятельности регионального операто"
"94295982","94295982","relevant_ai","true","false","","ai_core","9","computer_vision","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ МУНИЦИПАЛЬНОГО О","Оказание услуг на поставку и установку видеокамер для системы технологического обеспечения региональной общественной безопасности "
"32616004003","94282288","relevant_ai","true","false","","ai_core","48","enterprise_rag_llm_assistant","АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛГАЗ""","Выполнение работ по созданию системы формирования ответов на обращения на базе технологий искусственного интеллекта"
"131200001026002754","","relevant_soft","true","false","","ai_core","21","software_services","МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗА","2026-03030 Оказание услуг по предоставлению доступа к базе данных резюме с возможностью просмотра контактной информации соискателя"
"0171200001926001916","94245747","relevant_ai","true","true","","ai_core","20","medical_ai_support","департамент государственного заказа Ярославской области","Оказание услуг по предоставлению сертификата на сопровождение в региональном сегменте единой государственной информационной систем"
"0811500001126000022","94252330","relevant_ai","true","true","","ai_core","20","enterprise_rag_llm_assistant","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЦИФРОВОЙ ТРАНСФОР","Оказание услуг по предоставлению сервиса обеспечения государственных (муниципальных) функций на базе технологий искусственного инт"
"rq_0148300071226000101","94256660","relevant_ai","true","true","","ai_core","20","software_services","Администрация Городского округа Балашиха","Запрос цены. Оказание услуг по предоставлению неисключительной лицензии на использование программного обеспечения для ведения пабл"
"32615985739","94158006","ambiguous","false","false","true","automation_software","17","analytics_monitoring","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСК","Выполнение работ по развитию АС Геология 2.0 в части лаборатории физико-механических свойств (1 очередь)"
"94243982","94243982","relevant_ai","true","true","","ai_core","10","software_services","Администрация городского округа Балашиха","Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникационной сет"
"94245726","94245726","relevant_ai","true","true","","ai_core","10","software_services","АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА БАЛАШИХА","Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникационной сет"
"94251344","94251344","relevant_ai","true","true","","ai_core","10","gov_regulatory_analytics","ФЕДЕРАЛЬНАЯ СЛУЖБА СУДЕБНЫХ ПРИСТАВОВ","Оказание услуг по сопровождению и технической поддержке программного обеспечения, автоматизирующего деятельность Центра телефонног"
"94254955","94254955","relevant_ai","true","true","","ai_core","10","software_services","АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА БАЛАШИХА","Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникационной сет"
"0366200035626003305","94248505","relevant_ai","true","false","","ai_core","7","medical_ai_support","ГКУ ТО ""ЦОЗ""","Поставка программы для ЭВМ, обеспечивающей информационное взаимодействие автоматизированной системы «Адресная социальная помощь» с"
"811500001126000022","","relevant_ai","true","false","","ai_core","31","analytics_monitoring","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЦИФРОВОЙ ТРАНСФОР","Оказание услуг по предоставлению сервиса обеспечения государственных (муниципальных) функций на базе технологий искусственного инт"
"811500001126000021","","relevant_soft","true","false","","ai_core","21","enterprise_rag_llm_assistant","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЦИФРОВОЙ ТРАНСФОР","Модернизация Единой Цифровой Платформы «АК БАРС»"
"rq_0372100047626000194","94223380","relevant_ai","true","true","","automation_software","20","medical_ai_support","Федеральное государственное бюджетное учреждение ""Санкт-Пете","Запрос цены. Выполнение работ по созданию Комплекса инструментов для автоматизированной системы «Интеграционная платформа для анал"
"859200001126005703","","relevant_soft","true","true","","ai_core","22","medical_ai_support","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ЦЕНТР","оказание услуг по доработке Государственной информационной системы Рязанской области «Центр опережающей профессиональной подготовк"
"149200002326002414","","relevant_ai","true","true","","ai_core","22","medical_ai_support","КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ МУРМАНСКОЙ ОБЛАСТИ","Оказание услуг по техническому сопровождению медицинского изделия с технологией искусственного интеллекта программное обеспечение "
"rq_0372100038226000123","94164588","relevant_ai","true","true","","ai_core","20","medical_ai_support","Федеральное государственное бюджетное учреждение ""Санкт-Пете","Запрос цены. Оказание услуг по предоставлению неисключительных прав (подписки) на сервис создания презентаций с использованием тех"
"0149200002326002414","94186559","relevant_ai","true","true","","ai_core","20","medical_ai_support","Управление государственного заказа Мурманской области","Оказание услуг по техническому сопровождению медицинского изделия с технологией искусственного интеллекта программное обеспечение "
"rq_0372100038226000124","94164592","relevant_ai","true","true","","ai_core","10","medical_ai_support","Федеральное государственное бюджетное учреждение ""Санкт-Пете","Запрос цены. Оказание услуг по предоставлению неисключительных прав (подписки) на сервис интеграции моделей искусственного интелле"
"94177603","94177603","relevant_soft","true","true","","ai_core","10","software_services","БОУ Г. ОМСКА ""ЛИЦЕЙ № 166""","Оказание услуг по предоставлению неисключительных прав (лицензий) на использование программного обеспечения для заполнения бланков"
"94189019","94189019","relevant_ai","true","true","","ai_core","10","software_services","Торгово-закупочная площадка горнодобывающих, металлургически","Сервер для систем искусственного интеллекта (ИИ) (в соответствии с ТЗ) – 1 шт."
"94137351","94137351","relevant_ai","true","true","","ai_core","10","ai_software_services","Школа-интернат № 36","Семинар ""Планирование и учет бюджетной и внебюджетной деятельности учреждений. Искусственный интеллект в управлении образовательны"
"rq_0318100057226000188","94130883","relevant_ai","true","false","","ai_core","9","software_services","Государственное бюджетное образовательное учреждение высшего","Запрос цены. Закупка работ по интеграции валидированных и модернизированных моделей машинного обучения в калькуляторы высокого пер"
"119200000126007408","","relevant_soft","true","false","","ai_core","64","","АГЕНТСТВО ГОСУДАРСТВЕННОГО ЗАКАЗА КРАСНОЯРСКОГО КРАЯ","ЭА-№-6724/26 «Оказание услуг по разработке программного обеспечения для компьютерного имитационного тренажера – симулятора действи"
"rq_0318200060026000246","94100874","relevant_ai","true","true","","ai_core","20","computer_vision","государственное бюджетное учреждение здравоохранения ""Клинич","Запрос цены. Оказание услуг по внедрению новых функциональных механизмов радиологической информационной системы государственного б"
"94098172","94098172","relevant_ai","true","true","","ai_core","10","ai_software_services","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СПЕ","Оказание образовательных услуг по повышению квалификации путем организации и проведения образовательных мероприятий по теме: «Иску"
"94081337","94081337","relevant_ai","true","false","","ai_core","9","software_services","Торговая Система «ТЭК-Торг»","Выполнение работ по проработке ИТ-проекта с целью создания и внедрения информационной системы «Технологии машинного обучения»"
"0200400003926000008","94063525","relevant_ai","true","false","","ai_core","19","enterprise_rag_llm_assistant","ПУБЛИЧНО-ПРАВОВАЯ КОМПАНИЯ ""РОСКАДАСТР""","Выполнение работ по развитию Модульной системы для машинного обучения Подсистемы искусственного интеллекта федеральной государстве"
"rq_0148300071226000096","94066931","relevant_ai","true","true","","ai_core","10","software_services","Администрация Городского округа Балашиха","Запрос цены. Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуни"
"94034723","94034723","relevant_ai","true","true","","ai_core","10","software_services","Автономная некоммерческая организация ""ПРОФЕССИИ БУДУЩЕГО""","Оказание услуг по предоставлению вычислительных ресурсов для работы с искусственным интеллектом (Исполнитель должен иметь лицензии"
"94062941","94062941","relevant_ai","true","true","","ai_core","10","","NORDSTAR AIRLINES","Проведение образовательного мероприятия по использованию искусственного интеллекта в г. Красноярск"
"94034649","94034649","relevant_ai","true","false","","ai_core","9","enterprise_rag_llm_assistant","Росатом","Право заключения договора на проектирование, программная реализация и сопровождение интеллектуальной системы медиа-архива и цифров"
"94012632","94012632","relevant_ai","true","true","","ai_core","10","software_services","Автономная некоммерческая организация ""ПРОФЕССИИ БУДУЩЕГО""","Оказание услуг по предоставлению вычислительных ресурсов для работы с искусственным интеллектом (Исполнитель должен иметь лицензии"
"94000028","94000028","relevant_soft","true","false","","automation_software","7","software_services","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОСИБИРСКЭНЕРГОСБЫТ""","Выполнение работ по доработке и интеграции платформы PIX RPA с такими платформами как: ВРМ, ПК «Сирена», 1С БИТ УЗ, AI Yandex Clou"
"94005963","94005963","relevant_soft","true","false","","automation_software","7","software_services","","Передача сертификата, удостоверяющего право на получение услуг по технической поддержке программы для ЭВМ Primo RPA"
"rq_0132300008726000006","93968621","ambiguous","false","true","true","ai_core","10","software_services","Департамент финансов и налоговой политики администрации горо","Запрос цены. Оказание услуг по развитию и сопровождению подсистемы «ПК «Триумф» МИС «Финансы», предназначенной для автоматизации б"
"32615959840","93991443","relevant_ai","true","false","","ai_core","8","computer_vision","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬ","Поставка программно-аппаратного комплекса для сканирования и распознавания документов"
"93972726","93972726","relevant_soft","true","false","","automation_software","7","software_services","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОСИБИРСКЭНЕРГОСБЫТ""","Выполнение работ по доработке и интеграции платформы PIX RPA с такими платформами как: ВРМ, ПК «Сирена», 1С БИТ УЗ, AI Yandex Clou"
"rq_0301300023126000001","93931332","relevant_soft","true","true","","ai_core","10","medical_ai_support","государственное бюджетное учреждение здравоохранения Республ","Запрос цены. Оказание Услуг по техническому сопровождению программного обеспечения «СИСТЕМА ПОДДЕРЖКИ ПРИНЯТИЯ ВРАЧЕБНЫХ РЕШЕНИЙ «"
"173100005526000012","","relevant_soft","true","false","","ai_core","31","","","Выполнение работ по разработке и развитию автоматизированной информационной системы Федеральной службы по надзору в сфере здравоох"
"93916045","93916045","relevant_ai","true","true","","ai_core","10","ai_software_services","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕН","Оказание услуг по повышению квалификации путем организации и проведения образовательных мероприятий по теме: «Искусственный интелл"
"93866306","93866306","relevant_ai","true","true","","ai_core","10","computer_vision","Акционерное общество ""Чепецкий механический завод""","Мониторинг цен в электронной форме на Оказание услуг по реализации решения-«системы искусственного интеллекта по распознаванию рез"
"93870111","93870111","relevant_ai","true","true","","ai_core","10","computer_vision","АО ЧМЗ","Оказание услуг по реализации решения «системы искусственного интеллекта по распознаванию результатов металлографического контроля "
"93873841","93873841","relevant_ai","true","true","","ai_core","10","ai_software_services","ГКУ ""ДЕТСКИЙ ДОМ (СМЕШАННЫЙ) № 25""","Повышению квалификации путем организации и проведения образовательных мероприятий по теме: «Искусственный интеллект в управлении о"
"93876266","93876266","relevant_ai","true","false","","ai_core","9","software_services","Евразийский электронный портал","Услуги по сопровождению и технической поддержке информационной системы (Нейросеть)"
"93839712","93839712","relevant_soft","true","false","","ai_core","18","computer_vision","БОУ Г. ОМСКА ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 71""","Оказание услуг по передаче лицензии на программное обеспечение для заполнения бланков аттестатов"
"0187200001726000427","93820933","relevant_ai","true","false","","ai_core","9","software_services","Департамент государственного заказа Ханты-Мансийского автоно","Выполнение работ по развитию искусственной нейронной сети «Вика»"
"32615930840","93794722","relevant_ai","true","false","","automation_software","14","software_services","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕТЕВАЯ КОМПАНИЯ""","2026/9-47 Выполнение работ по разработке информационной системы ""Экосистема искусственного интеллекта"""
"93779036","93779036","relevant_ai","true","true","","ai_core","10","ai_software_services","Евразийский электронный портал","Услуги по проведению практического семинара ""Искусственный интеллект в работе HR и кадровика"""
"93779033","93779033","relevant_ai","true","false","","ai_core","9","software_services","Евразийский электронный портал","Услуги по сопровождению и технической поддержке информационной системы (Нейросеть)"
"93761968","93761968","relevant_ai","true","true","","ai_core","20","analytics_monitoring","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНТА""","Право предоставления доступа к сервисам генерации контента на базе технологий искусственного интеллекта для нужд ООО ""Лента"""
"93774776","93774776","relevant_soft","true","false","","automation_software","10","software_services","АО ""ПРОМИНН""","Оказание услуг по разработке, настройке и отладке информационной системы на базе платформы BPMSoft (правообладателя ООО «БПМСофт»)"
"93759773","93759773","relevant_ai","true","false","","ai_core","8","computer_vision","Торговая Система «ТЭК-Торг»","Предоставление неисключительных прав на использование программного обеспечения модуля распознавания изображений и оказание услуг п"
"32615926606","93762928","relevant_ai","true","false","","ai_core","8","computer_vision","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФОРВАРД ЭНЕРГО""","Предоставление неисключительных прав на использование программного обеспечения модуля распознавания изображений и оказание услуг п"
"93737488","93737488","relevant_ai","true","true","","ai_core","20","software_services","","Оказание услуг по предоставлению сервиса автоматического обслуживания клиентов с использованием технологии искусственного интеллек"
"93737065","93737065","relevant_soft","true","true","","ai_core","10","software_services","","Оказание услуг по передаче лицензии на программное обеспечение для заполнения бланков аттестатов"
"93742173","93742173","relevant_ai","true","false","","ai_core","9","software_services","Евразийский электронный портал","Услуги по сопровождению и технической поддержке информационной системы (Нейросеть)"
"93699761","93699761","relevant_ai","true","true","","ai_core","10","ai_software_services","Евразийский электронный портал","Услуги по проведению практического семинара ""Искусственный интеллект в работе HR и кадровика"""
"rq_0848200000526000071","93729262","relevant_ai","true","true","","ai_core","10","medical_ai_support","Государственное казенное учреждение Московской области ""Моск","Запрос цены. Поставка высокопроизводительных вычислительных платформ с использованием ускорителей искусственного интеллекта для об"
"rq_0848200000526000072","93729270","relevant_ai","true","true","","ai_core","10","medical_ai_support","Государственное казенное учреждение Московской области ""Моск","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интеллекта для о"
"rq_0848200000526000073","93729277","relevant_ai","true","true","","ai_core","10","software_services","Государственное казенное учреждение Московской области ""Моск","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интеллекта для о"
"rq_0848200000526000074","93729287","relevant_ai","true","true","","ai_core","10","medical_ai_support","Государственное казенное учреждение Московской области ""Моск","Запрос цены. Поставка высокопроизводительных вычислительных платформ с использованием ускорителей искусственного интеллекта для об"
"93662129","93662129","relevant_ai","true","true","","ai_core","10","ai_software_services","ГКДОУ ""ДЕТСКИЙ САД № 1 ""ЯГОДКА""","Участие в семинаре на тему :«Искусственный интеллект в управлении образовательными организациями: стратегии эффективности, аналити"
"93681000","93681000","relevant_ai","true","true","","ai_core","10","software_services","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА КОМПАНИЙ ""И","Запрос ценовой информации по внедрению Искусственного Интеллекта для ServiceDesk для нужд ООО ""Сервионика"" (RFI)"
"rq_0318100057226000148","93690052","relevant_ai","true","false","","ai_core","9","ai_software_services","Государственное бюджетное образовательное учреждение высшего","Запрос цены. Закупка работ по разработке прогностических моделей на основе анализа массивов данных баз STOPRISK и RuSOS методами м"
"rq_0318100057226000149","93690053","relevant_ai","true","false","","ai_core","9","software_services","Государственное бюджетное образовательное учреждение высшего","Запрос цены. Закупка работ по исследованию гибридного подхода (сочетание множественной регрессии и алгоритмов машинного обучения) "
