tender_id,tenderguru_card_id,tender_name,customer,sphere,sphere_label,confidence,evidence,secondary_spheres,needs_review,model,source,classified_at
"94452255","94452255","Право заключения договора на выполнение работ по созданию системы «Интеллектуальный помощник» с использованием искусственного интеллекта, в том числе большой языковой модели.","ОАО ""ФСК ЕЭС""","industry_energy","Промышленность / энергетика","high","Заказчик ФСК ЕЭС, интеллектуальный помощник создается для энергетической компании.","it_internal","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"851200000626003499","","Оказание услуг по технической поддержке компонента Единой государственной информационной системы в сфере здравоохранения Новосибирской области информационной системы «Региональная система мониторинга движения лекарственных препаратов»","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ КОНТРАКТНОЙ СИСТЕМЫ""","healthcare","Медицина","high","Система относится к здравоохранению и мониторингу движения лекарственных препаратов.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"360100030526000746","","Оказание услуг по внедрению виртуальной АТС","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САРАТОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ В.И.РАЗУМОВСКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКО","education_science","Образование / наука","medium","Закупка виртуальной АТС общая, но заказчик — медицинский университет.","healthcare; it_internal","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"816500000626008791","","Оказание услуг по предоставлению права использования программного обеспечения для организации системы сбора, хранения, обработки, анализа, моделирования и визуализации данных","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""","public_admin","Госуправление","medium","ПО для анализа данных закупает региональный центр закупок, конкретная отрасль применения не указана.","it_internal","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"rq_0372100003426000793","94474229","Запрос цены. Выполнение работ по разработке рабочего проекта (РП) программного обеспечения для защиты от атак на интеллектуальные системы AIoT-платформы и модификации моделей искусственных нейронных сетей, обучаемых с помощью алгоритмов, разработанных в 2024 г. в Центре ИИ.","Федеральное государственное образовательное учреждение высшего профессионального образования ""Санкт-Петербургский государственный университет""","education_science","Образование / наука","high","Работы выполняются для университета и связаны с исследовательской AIoT/ИИ-платформой.","security","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"32616033240","94481176","Оказание услуг по содействию Заказчику в формировании и поддержании положительного имиджа в информационном пространстве","МОСКОВСКИЙ ФОНД РЕНОВАЦИИ ЖИЛОЙ ЗАСТРОЙКИ","construction","Строительство","medium","Заказчик связан с реновацией жилой застройки, но предмет закупки — коммуникационные услуги.","public_admin","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"rq_0373100124926000115","94473149","Запрос цены. Закупка вычислительных узлов","федеральное государственное бюджетное учреждение ""Главный центр связи и защиты информации Министерства внутренних дел Российской Федерации""","security","Безопасность","high","Заказчик — центр связи и защиты информации МВД, закупка вычислительных узлов для защитного контура.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"32616028314","94446832","Право заключения договора на выполнение работ по созданию системы «Интеллектуальный помощник» с использованием искусственного интеллекта, в том числе большой языковой модели.","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ - РОССЕТИ""","industry_energy","Промышленность / энергетика","high","Интеллектуальный помощник создается для Россети, инфраструктурной энергетической компании.","it_internal","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"301300279326000054","","Оказание услуг по предоставлению неисключительного право на использование доступа к цифровому корпоративному порталу как облачной SaaS-услуги для автоматизации внутренних процессов медицинской организации","","healthcare","Медицина","high","В названии прямо указана автоматизация внутренних процессов медицинской организации.","it_internal","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"rq_0372100047626000201","94421541","Запрос цены. Выполнение работ по созданию Комплекса инструментов для автоматизированной системы «Интеграционная платформа для анализа компьютерной томографии и магнитно-резонансной томографии в оториноларингологии с использованием технологий искусственного интеллекта»","Федеральное государственное бюджетное учреждение ""Санкт-Петербургский научно-исследовательский институт уха, горла, носа и речи"" Министерства здравоохранения и социального развития Российской Федерации","healthcare","Медицина","high","Система предназначена для анализа КТ и МРТ в оториноларингологии для медицинского института.","","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"rq_0373100127226000056","94420974","Запрос цены. Поставка вычислительных узлов на базе ускорителей вычислительных операций в области искусственного интеллекта для ФЦОД МВД России","федеральное казенное учреждение ""Главный информационно-аналитический центр Министерства внутренних дел Российской Федерации""","security","Безопасность","high","Вычислительные узлы закупаются для федерального центра обработки данных МВД России.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"0846500000626000337","94431689","Работы по модернизации информационно-аналитического портала Правительства Липецкой области","ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО РАЗМЕЩЕНИЮ ГОСЗАКАЗА ЛИПЕЦКОЙ ОБЛАСТИ""","public_admin","Госуправление","high","Модернизируется информационно-аналитический портал Правительства Липецкой области.","","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"94441024","94441024","СБОР КП Внедрение искусственного интеллекта в систему видеонаблюдения для обнаружения возгорания/задымления","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛМА""","security","Безопасность","high","ИИ внедряется в видеонаблюдение для обнаружения возгорания и задымления.","","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"32616023315","94413297","Оказание услуг по созданию подсистемы интеллектуального речевого взаимодействия государственной информационной системы в сфере здравоохранения Республики Мордовия","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ МОРДОВИЯ ""МЕДИЦИНСКИЙ ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР""","healthcare","Медицина","high","Подсистема создается для государственной информационной системы в сфере здравоохранения.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"32616019750","94396680","Оказание услуг по предоставлению доступа к базе данных резюме с возможностью просмотра контактной информации соискателя с использованием API и публикациями вакансий","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНО-КЛИНИЧЕСКИЙ ЦЕНТР СПЕЦИАЛИЗИРОВАННЫХ ВИДОВ МЕДИЦИНСКОЙ ПОМОЩИ И МЕДИЦИНСКИХ ТЕХНОЛОГИЙ ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""","healthcare","Медицина","medium","Закупка HR-доступа общая, но заказчик — федеральный научно-клинический медицинский центр.","it_internal","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"0101500000326000125","94403543","Оказание услуг по содержанию системы автоматической фотовидеофиксации нарушений правил дорожного движения и распознавания изображения регистрационных знаков транспортных средств","ГОСУДАРСТВЕННЫЙ КОМИТЕТ РЕСПУБЛИКИ БАШКОРТОСТАН ПО МОНИТОРИНГУ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ","transport_logistics","Транспорт / логистика","high","Система относится к фотовидеофиксации нарушений ПДД и распознаванию номеров транспортных средств.","security","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"rq_0190200000326000005","94386525","Запрос цены. Выполнение работ по модернизации сервиса предиктивной аналитики: переход к мультиагентной архитектуре и внедрение ИИ-технологий при сохранении текущего стека","Департамент государственного заказа и торговли Ямало-Ненецкого автономного округа","public_admin","Госуправление","medium","Сервис предиктивной аналитики закупается департаментом госзаказа и торговли региона, отрасль не конкретизирована.","it_internal","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"32616022178","94408881","Выполнение работ по модификации Личного Кабинета юридического лица в части автоматизации процесса отправки отчетности об устранении нарушений по предписаниям строительного контроля в электронном виде","АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛГАЗ""","construction","Строительство","high","Автоматизируется отчетность по устранению нарушений по предписаниям строительного контроля.","utilities","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"0","94522914","Материалы ООО ""Рудное""","","healthcare","Медицина","low","Сфера выводится только из категории TenderGuru «Медицина», предмет и заказчик не раскрыты.","","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"131200001026002883","","2026-03249 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный сегмент Единой государственной информационной системы здравоохранения Воронежской области» в части функционального компонента с использованием технологии искусственного интеллекта системы поддержки принятия врачебных решений для прогнозирования ТОП - 3 диагнозов на основе данных электронной истории болезни","МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ","healthcare","Медицина","high","Работы относятся к региональному сегменту ЕГИСЗ и системе поддержки врачебных решений.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"372200022226000040","","Оказание услуг по эксплуатации и сопровождению модулей АИС WEB «Поликлиника» с предоставлением неисключительных прав использования во втором полугодии 2026 года.","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА №77 НЕВСКОГО РАЙОНА""","healthcare","Медицина","high","Сопровождается АИС «Поликлиника» для городской поликлиники.","","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"321100005826000010","","Услуги информационно-технологической поддержки баз данных справочно-правовых систем","УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ СВЯЗИ, ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И МАССОВЫХ КОММУНИКАЦИЙ ПО СЕВЕРО-КАВКАЗСКОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ","public_admin","Госуправление","medium","Поддержка справочно-правовых систем закупается территориальным органом федеральной службы.","it_internal","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"0131200001026002883","94380055","2026-03249 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный сегмент Единой государственной информационной системы здравоохранения Воронежской области» в части функционального компонента с использованием технологии искусственного интеллекта системы поддержки принятия врачебных решений для прогнозирования ТОП - 3 диагнозов на основе данных электронной истории болезни","Управление государственного заказа и организации торгов Воронежской области","healthcare","Медицина","high","ГИС относится к здравоохранению и поддержке врачебных решений по данным электронной истории болезни.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"94358969","94358969","Передача сертификата, удостоверяющего право на получение услуг по технической поддержке программы для ЭВМ Primo RPA","Торговая Система «ТЭК-Торг»","it_internal","Внутренняя ИТ-автоматизация","medium","Предмет — техническая поддержка RPA-программы, отрасль применения не раскрыта.","","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"rq_0895100000126000505","94352486","Запрос цены. Предоставление прав на условиях простой (неисключительной) лицензии на программное обеспечение большой языковой модели и платформы ее управления","","it_internal","Внутренняя ИТ-автоматизация","low","Указана только лицензия на LLM-платформу, отрасль и заказчик не раскрыты.","","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"830500000226001347","","Оказание услуг по предоставлению доступа к программному обеспечению по модели SaaS в целях использования единого счета для оплаты парковочных сессий и оплаты проезда по платным участкам автомобильных дорог.","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""ЦЕНТР ЗАКУПОК""","transport_logistics","Транспорт / логистика","high","ПО используется для оплаты парковочных сессий и проезда по платным автомобильным дорогам.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"131200001026002858","","2026-03194 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный сегмент Единой государственной информационной системы здравоохранения Воронежской области» в части функционального компонента с использованием технологии искусственного интеллекта подсистемы PC ЕГИСЗ ЛИ/ЦАМИ ""ЦЕЛЬС""","МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ","healthcare","Медицина","high","Работы связаны с региональным сегментом ЕГИСЗ и подсистемой медицинской ИИ-аналитики.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"173100012026000005","","Оказание услуг по эксплуатации государственной информационной системы по предупреждению, выявлению и пресечению ограничивающих конкуренцию соглашений (ГИС «Антикартель») Федеральной антимонопольной службы в 2026 году","ФЕДЕРАЛЬНАЯ АНТИМОНОПОЛЬНАЯ СЛУЖБА","public_admin","Госуправление","high","ГИС «Антикартель» используется Федеральной антимонопольной службой для регуляторных функций.","","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"173200001426000885","","Выполнение работ по развитию государственной информационной системы: автоматизированная информационная система города Москвы «Единая медицинская информационно-аналитическая система города Москвы» в части автоматизации проведения и расшифровки диагностических исследований, разработки (переработки) отдельных компонентов","ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ","healthcare","Медицина","high","Развивается единая медицинская информационно-аналитическая система Москвы для диагностических исследований.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"131200001026002857","","2026-03187 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный сегмент Единой государственной информационной системы здравоохранения Воронежской области» в части функционального компонента анализа данных электронных медицинских карт пациентов, страдающих сердечно-сосудистыми заболеваниями (медицинское изделие с искусственным интеллектом для обработки ИЭМК ""MedikBk"")","МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ","healthcare","Медицина","high","Функционал анализирует электронные медицинские карты пациентов с сердечно-сосудистыми заболеваниями.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"358300050426000002","","Услуги по сопровождению компьютерных систем для нужд Отдела образования Администрации Багаевского района на 2026г.","ОТДЕЛ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ БАГАЕВСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ","education_science","Образование / наука","high","Компьютерные системы сопровождаются для отдела образования районной администрации.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"0131200001026002858","94341556","2026-03194 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный сегмент Единой государственной информационной системы здравоохранения Воронежской области» в части функционального компонента с использованием технологии искусственного интеллекта подсистемы PC ЕГИСЗ ЛИ/ЦАМИ ""ЦЕЛЬС""","Управление государственного заказа и организации торгов Воронежской области","healthcare","Медицина","high","Работы относятся к региональному сегменту ЕГИСЗ и медицинской подсистеме с ИИ.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"148200000926000002","","Оказание услуг по сопровождению государственной информационной системы «Единая автоматизированная информационная система оценки качества образования в Московской области» в 2026-2027 годах (в сфере ИКТ)","МИНИСТЕРСТВО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ","education_science","Образование / наука","high","ГИС предназначена для оценки качества образования в Московской области.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"94319489","94319489","Поставка автоматизированного рабочего места","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ИЗЛУЧИНСКАЯ ШКОЛА-ИНТЕРНАТ ДЛЯ ОБУЧАЮЩИХСЯ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ""","education_science","Образование / наука","high","Автоматизированное рабочее место закупается школой-интернатом.","","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"rq_0173200023326000040","94321748","Запрос цены. Поставка программного обеспечения и сертификата на техническую поддержку программного обеспечения для искусственного интеллекта","Департамент информационных технологий города Москвы","public_admin","Госуправление","medium","ПО для ИИ закупает городской департамент ИТ, конкретная прикладная отрасль не раскрыта.","it_internal","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"0131200001026002857","94341553","2026-03187 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный сегмент Единой государственной информационной системы здравоохранения Воронежской области» в части функционального компонента анализа данных электронных медицинских карт пациентов, страдающих сердечно-сосудистыми заболеваниями (медицинское изделие с искусственным интеллектом для обработки ИЭМК ""MedikBk"")","Управление государственного заказа и организации торгов Воронежской области","healthcare","Медицина","high","Функционал обрабатывает электронные медицинские карты пациентов с сердечно-сосудистыми заболеваниями.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"859200001126006005","","Оказание услуг в целях автоматизации взаимодействия учреждений службы занятости с гражданами и работодателями, включая передачу неисключительных прав на использование программного обеспечения для нужд государственного казенного учреждения Центр занятости населения Рязанской области","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ЦЕНТР ЗАКУПОК РЯЗАНСКОЙ ОБЛАСТИ""","social_services","Социальная поддержка / занятость","high","Автоматизируется взаимодействие службы занятости с гражданами и работодателями.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"375200045626000004","","Оказание услуг по технической поддержке и сопровождению программного обеспечения «Система поддержки принятия врачебных решений «WEBIOMED.DHRA» по ТУ 62.01.29-001-40910226-2023» в целях эксплуатации Государственной информационной системы «Единая медицинская информационная система здравоохранения Республики Крым» (ГИС ЕМИСЗ РК)","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КРЫМ ""КРЫМСКИЙ МЕДИЦИНСКИЙ ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР""","healthcare","Медицина","high","Сопровождается система поддержки врачебных решений в медицинской информационной системе Республики Крым.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"32616005655","94298727","Оказание комплексных информационно-технических услуг сервиса корпоративной почты «Яндекс для бизнеса», тариф Базовый для нужд ФГУП «ПВС» МВД России","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПАСПОРТНО-ВИЗОВЫЙ СЕРВИС"" МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ","public_admin","Госуправление","medium","Корпоративная почта закупается для паспортно-визового сервиса МВД, предмет сам по себе общий ИТ.","it_internal; security","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"2060500000126000848","94313073","Оказание услуг по сопровождению подсистем информационно-аналитической системы для автоматизации деятельности регионального оператора «АИС ГОРОД» и по техническому сопровождению автоматизации бизнес процессов деятельности (системная интеграция) на 2 полугодие 2026 года","ФОНД КАПИТАЛЬНОГО РЕМОНТА ОБЩЕГО ИМУЩЕСТВА В МНОГОКВАРТИРНЫХ ДОМАХ В САРАТОВСКОЙ ОБЛАСТИ","construction","Строительство","high","Система автоматизирует деятельность фонда капитального ремонта многоквартирных домов.","public_admin","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"94304049","94304049","Поставка интерактивного оборудования по ФГОС","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР НЕПРЕРЫВНОГО ОБРАЗОВАНИЯ""","education_science","Образование / наука","high","Интерактивное оборудование поставляется образовательному учреждению по ФГОС.","","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"94308439","94308439","Поставка оборудования для учебных целей","МОАУ ""СОШ № 16"".","education_science","Образование / наука","high","Оборудование закупается школой для учебных целей.","","false","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
"94309322","94309322","""Нематериальные активы""","Евразийский электронный портал","other","Другое / неясно","low","По названию и заказчику недостаточно данных для определения сферы применения.","","true","codex-session","manual_llm","2026-05-29T00:00:00.000Z"
