hypothesis_id,hypothesis_title,tender_id,tenderguru_id,date,tender_name,customer,region,price,fz,queries,sources,max_query_total,tender_link,tenderguru_link,search_fragment
"citizen-appeals-ai","AI-диспетчер обращений граждан","829500001126003578","84319635","27-05-2026","Поставка изделий медицинского назначения (Термометры лабораторные)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР СОПРОВОЖДЕНИЯ ЗАКУПОК ГОСУДАРСТВЕННЫХ УЧРЕЖДЕНИЙ ЗДРАВООХРАНЕНИЯ ВОЛГОГРАДСКОЙ ОБЛАСТИ""","Волгоградская область","514753","","обращения граждан; классификация обращений; служба 122","documentation","2562","","https://www.tenderguru.ru/tender/84319635",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","32616030161","84316400","27-05-2026","Поставка приборов измерения электрических величин, контроля и проверки электрооборудования, для нужд АО «Россети Сибирь Тываэнерго» № 26.2-11/1.2-0004","АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СИБИРЬ ТЫВАЭНЕРГО""","Тыва","466708","","обращения граждан; обработка обращений; единая система обращений","documentation","6454","","https://www.tenderguru.ru/tender/84316400",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","375200052726000009","84273357","27-05-2026","Услуги по адаптации и сопровождению экземпляров Систем Консультант Плюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем Консультант Плюс (в том числе специальной копией Системы Консультант Плюс)","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КРЫМ ""СИМФЕРОПОЛЬСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","Севастополь","353865","","обращения граждан; обработка обращений; единая система обращений","documentation","6474","","https://www.tenderguru.ru/tender/84273357",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","375200035726000219","84315543","27-05-2026","Поставка медицинского оборудования «Мобильная тележка с регулировкой высоты» для аппарата УЗИ AcclarixAX8, имеющегося у заказчика»","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КРЫМ ""ПЕРВОМАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""","Севастополь","130667","","обращения граждан; обработка обращений; единая система обращений","documentation","6474","","https://www.tenderguru.ru/tender/84315543",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","870500038726000030","84316413","27-05-2026","Услуги в области информационных технологий прочие и компьютерные услуги","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕЛИТОПОЛЬСКАЯ МЕЖРАЙОННАЯ ПОЛИКЛИНИКА""","Крым","106200","","обращения граждан; обработка обращений; единая система обращений","documentation","6454","","https://www.tenderguru.ru/tender/84316413",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","rq_0302200013526000004","94192036","08-05-2026","Запрос цены. оказание услуг по техническому сопровождению единой системы голосового обслуживания при обращении граждан в службу «122» Республики Бурятия","Государственное учреждение здравоохранения ""Республиканский медицинский информационно-аналитический центр"" Министерства здравоохранения Республики Бурятия","Башкортостан","","44","обращения граждан; единая система обращений; служба 122","search","308","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=rq_0302200013526000004","https://www.tenderguru.ru/tender/94192036","{""fragment"":[""...обслуживания при обращении граждан в службу «122...обслуживания при обращении граждан в службу «122..."",""... голосового обслуживания при обращении граждан в службу «122» Республики...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","94023980","94023980","29-04-2026","Закупочная процедура «Поставка лицензий Ред Виртуализация и продление технической поддержки»","КБ «Кубань Кредит»","Краснодарский край","","","обращения граждан; обработка обращений; единая система обращений","search","345","https://kk.bank/tenders/act/zakupochnaya-protsedura-postavka-litsenziy-red-virtualizatsiya-i-prodlenie-tekhnicheskoy-podderzhki/","https://www.tenderguru.ru/tender/94023980","{""fragment"":[""... Закупки Партнеры Обращение в банк Документы ... могут граждане России а также граждане стран ..."",""Закупочная процедура «Поставка лицензий Ред Виртуализация и продление технической поддержки»""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","94023981","94023981","29-04-2026","Закупочная процедура «Поставка технической поддержки программного обеспечения Vinchin Backup & Recovery»","КБ «Кубань Кредит»","Краснодарский край","","","обращения граждан; обработка обращений; единая система обращений","search","345","https://kk.bank/tenders/act/zakupochnaya-protsedura-postavka-vinchin-backup-i-recovery/","https://www.tenderguru.ru/tender/94023981","{""fragment"":[""... Закупки Партнеры Обращение в банк Документы ... могут граждане России а также граждане стран ..."",""Закупочная процедура «Поставка технической поддержки программного обеспечения Vinchin Backup ...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32615841318","93158782","26-03-2026","Оказание услуг коммерческого контактного центра (прием и обработка вызов и обращений)","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЛОНАСС""","Москва","83375880","223","обработка обращений; классификация обращений","search","345","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615841318","https://www.tenderguru.ru/tender/93158782","{""fragment"":[""... контактного центра (прием и обработка вызов и обращений) Начальная (максимальная..."",""... контактного центра (прием и обработка вызов и обращений)""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32615899496","93570683","10-04-2026","Выполнение работ по модификации Системы управления взаимодействием с клиентами (СУВК) в части разработки нового модуля «Обработка обращений» для автоматизации процесса приема, обработки и исполнения обращений, поступающих в АО «Мособлгаз» от клиентов и иных контрагентов, включая механизмы обработки обратной связи от клиентов и оперативный мониторинг бизнес-процессов","АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛГАЗ""","Московская область","17251225","223","обработка обращений; классификация обращений","search","345","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615899496","https://www.tenderguru.ru/tender/93570683","{""fragment"":[""... модуля «Обработка обращений» для автоматизации процесса приема обработки и исполнения обращений..."",""... модуля «Обработка обращений» для автоматизации процесса приема обработки и исполнения обращений...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","847500000926001336","84313989","27-05-2026","Поставка комплекта для модернизации сервера","МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК МАГАДАНСКОЙ ОБЛАСТИ""","Магаданская область","9987805","","обработка обращений; единая система обращений","documentation","6474","","https://www.tenderguru.ru/tender/84313989",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","813500000126010105","84322837","27-05-2026","зз-0016-14058 - 2026 Выполнение работ по корректировке Территориальной схемы обращения с отходами, в том числе с твердыми коммунальными отходами, в Удмуртской Республике и модернизации электронной модели территориальной схемы обращения с отходами на территории Удмуртской Республики с актуализацией данных","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ УДМУРТСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК УДМУРТСКОЙ РЕСПУБЛИКИ""","Удмуртия","9366666","","обращения граждан; обработка обращений","documentation","3371","","https://www.tenderguru.ru/tender/84322837",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","32616004003","94282288","13-05-2026","Выполнение работ по созданию системы формирования ответов на обращения на базе технологий искусственного интеллекта","АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛГАЗ""","Московская область","8230937","223","классификация обращений; единая система обращений","search","308","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32616004003","https://www.tenderguru.ru/tender/94282288","{""fragment"":[""...формирования ответов на обращения на базе ... услуге: № Классификация по ОКДП Классификация по ОКВЭД..."",""Выполнение работ по созданию системы формирования ответов на обращения на базе технологий ...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32616037287","94509926","22-05-2026","Приобретение права на использование в виде простой (неисключительной) лицензии на внедрённый программный комплекс «Робот Диспетчер ЖКХ» для автоматизации обработки обращений жителей и услуги круглосуточной технической поддержки в соответствии с SLA","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""УФАВОДОКАНАЛ""","Башкортостан","8006000","223","обработка обращений; классификация обращений","search","345","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32616037287","https://www.tenderguru.ru/tender/94509926","{""fragment"":[""...для автоматизации обработки обращений жителей и ...для автоматизации обработки обращений жителей и ..."",""... ЖКХ» для автоматизации обработки обращений жителей и услуги круглосуточной...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32616049282","84322063","27-05-2026","ОКПД2 26.51.62.190 Поставка приборов контроля оболочки кабелей для нужд филиала «Распределительные сети» (Лот № 0308-ТПИР ОНМ-2026-СЭ)","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""САХАЛИНЭНЕРГО""","Сахалинская область","6594428","","обработка обращений; классификация обращений","documentation","3371","","https://www.tenderguru.ru/tender/84322063",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","0233100000126000056","93211038","27-03-2026","Поставка технических средств реабилитации – вспомогательных электронных средств ориентации с функциями определения расстояния до объектов, определения категорий объектов, лиц людей, с вибрационной индикацией и речевым выходом для граждан в целях их социального обеспечения","Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Ивановской области","Ивановская область","5458580","44","обращения граждан; обработка обращений","search","345","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0233100000126000056","https://www.tenderguru.ru/tender/93211038","{""fragment"":[""...речевым выходом для граждан в целях их ...выдачи Товара - в день обращения Получателя.¶¶ Порядок ..."",""Поставка технических средств реабилитации – вспомогательных электронных средств ориентации с ...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","0254100000126000105","94383209","19-05-2026","Поставка технических средств реабилитации (вспомогательных электронных средств ориентации) в целях социального обеспечения граждан в 2026 году","государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Орловской области","Орловская область","3593333","44","обращения граждан; обработка обращений","search","345","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0254100000126000105","https://www.tenderguru.ru/tender/94383209","{""fragment"":[""... социального обеспечения граждан в 2026 году Аукцион... выдачи в день обращения Получателя (в г. ..."",""Поставка технических средств реабилитации (вспомогательных электронных средств ориентации) в целях ...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32615995593","94231936","12-05-2026","Оказание услуг по доступу и информационно-техническому обслуживанию информационной системы начисления и приема платежей за услуги по обращению с твердыми коммунальными отходами (ТКО)","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОАЛЬЯНС""","Бурятия","3431054","223","обработка обращений; классификация обращений","search","345","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615995593","https://www.tenderguru.ru/tender/94231936","{""fragment"":[""...за услуги по обращению с твердыми коммунальными ...63.11.11.000 Услуги по обработке данных 63.11 ..."",""Оказание услуг по доступу и информационно-техническому обслуживанию информационной системы ...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32615871605","93359239","02-04-2026","Оказание услуг по производству и организации распространения эколого-просветительской информации в контексте деятельности регионального оператора по обращению с ТКО","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННАЯ АВТОБАЗА""","Свердловская область","2483913","223","обработка обращений; классификация обращений","search","345","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615871605","https://www.tenderguru.ru/tender/93359239","{""fragment"":[""... оператора по обращению с ТКО Начальная (...63.11 Деятельность по обработке данных предоставление ..."",""Оказание услуг по производству и организации распространения эколого-просветительской информации в ...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32615976962","84325304","27-05-2026","Право заключения Договора на поставку смартфонов для нужд ПАО «Россети Центр» (филиал «Белгородэнерго»)","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЦЕНТР""","Москва","2419260","","обращения граждан; обработка обращений","documentation","3371","","https://www.tenderguru.ru/tender/84325304",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","0865200000326000558","94017844","29-04-2026","Оказание услуг по интеграции автоматизированной системы социальной защиты населения Томской области (Программного комплекса «Катарсис: Соцзащита») с портальными формами предоставления государственных услуг на ЕПГУ посредством визуального конструктора услуг","областное государственное казенное учреждение ""Центр государственных закупок Томской области""","Томская область","1800000","44","обработка обращений; единая система обращений","search","345","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0865200000326000558","https://www.tenderguru.ru/tender/94017844","{""fragment"":[""... «Катарсис: Соцзащита» прием и обработку обращений по государственной услуге..."",""Оказание услуг по интеграции автоматизированной системы социальной защиты населения Томской области...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","310200000326001950","84330890","27-05-2026","Оказание услуг по сопровождению прикладного программного обеспечения подсистем Государственной информационной системы «Единая медицинская информационно-аналитическая система Республики Северная Осетия-Алания».","УПРАВЛЕНИЕ РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ ПО ПРОВЕДЕНИЮ ЗАКУПОК ДЛЯ ГОСУДАРСТВЕННЫХ НУЖД","Северная Осетия-Алания","1573525","","классификация обращений; служба 122","documentation","1231","","https://www.tenderguru.ru/tender/84330890",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","375200040226000341","84315576","27-05-2026","Система мониторинга физиологических параметров с возможностью проведения дефибрилляции","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КРЫМ ""ЕВПАТОРИЙСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""","Севастополь","1540000","","обращения граждан; единая система обращений","documentation","6454","","https://www.tenderguru.ru/tender/84315576",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","32616049785","84316582","27-05-2026","Оказание услуг по предоставлению основного и резервного каналов доступа к виртуальным частным сетям (VPN) для обеспечения деятельности ОГАУЗ «Светленская районная больница»","ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СВЕТЛЕНСКАЯ РАЙОННАЯ БОЛЬНИЦА""","Томская область","1365719","","обработка обращений; единая система обращений","documentation","6454","","https://www.tenderguru.ru/tender/84316582",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","32616049684","94595146","27-05-2026","Предоставление SaaS-Провайдером Клиенту прав использования (путем предоставления удаленного доступа через Интернет) программного обеспечения автоматизации контроля и учета обращения с отходами и оказание сопутствующих услуг.","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭКОПАРК""","Хакасия","1356840","223","обработка обращений; классификация обращений","search","345","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32616049684","https://www.tenderguru.ru/tender/94595146","{""fragment"":[""...контроля и учета обращения с отходами и оказание... Деятельность по обработке данных предоставление..."",""Предоставление SaaS-Провайдером Клиенту прав использования (путем предоставления удаленного доступа ...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32615937646","93845408","22-04-2026","Оказание комплекса услуг по внедрению и сопровождению системы автоматизации обработки входящих обращений пациентов с использованием голосового робота для ГАУ РС (Я) «ЯРОКБ»: в том числе, передачу прав на основании простой неисключительной лицензии на специализированное программное обеспечение","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЯКУТСКАЯ РЕСПУБЛИКАНСКАЯ ОФТАЛЬМОЛОГИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","Саха (Якутия)","1225800","223","обработка обращений; классификация обращений","search","345","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615937646","https://www.tenderguru.ru/tender/93845408","{""fragment"":[""... и сопровождению системы автоматизации обработки входящих обращений пациентов с использованием..."",""... и сопровождению системы автоматизации обработки входящих обращений пациентов с использованием...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32615902939","93605665","14-04-2026","Приобретение услуг по организации омниканального контактного центра по приему и обработке голосовых и неголосовых обращений с использованием голосовых роботов, применением технологий искусственного интеллекта","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЗАБАЙКАЛЬСКАЯ КРАЕВАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","Читинская область","1049200","223","обработка обращений; классификация обращений","search","345","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615902939","https://www.tenderguru.ru/tender/93605665","{""fragment"":[""... по приему и обработке голосовых и неголосовых обращений с использованием голосовых..."",""... по приему и обработке голосовых и неголосовых обращений с использованием голосовых...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","366200035626003665","84325179","27-05-2026","Оказание услуг по передаче потокового видео и аудио с управляемых устройств мониторинга, установленных в микрорайоне «Северная Мыза» в систему видеонаблюдения Тульской области и предоставления доступа к видеоархиву на платформе Исполнителя.","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","Тульская область","997200","","обработка обращений; классификация обращений","documentation","3371","","https://www.tenderguru.ru/tender/84325179",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","129100007526000021","84319970","27-05-2026","Услуги по переходу из Программы Парус в 1С: Бухгалтерия государственного учреждения, 1С:Вещевое довольствие для нужд Следственного управления Следственного комитета Российской Федерации по Волгоградской области","СЛЕДСТВЕННОЕ УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ","Волгоградская область","972000","","обращения граждан; обработка обращений","documentation","3371","","https://www.tenderguru.ru/tender/84319970",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","32615847668","93206251","27-03-2026","Приобретение услуг по организации омниканального контактного центра по приему и обработке голосовых и неголосовых обращений с использованием голосовых роботов, применением технологий искусственного интеллекта","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЗАБАЙКАЛЬСКАЯ КРАЕВАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","Читинская область","860000","223","обработка обращений; классификация обращений","search","345","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615847668","https://www.tenderguru.ru/tender/93206251","{""fragment"":[""... по приему и обработке голосовых и неголосовых обращений с использованием голосовых..."",""... по приему и обработке голосовых и неголосовых обращений с использованием голосовых...""]}"
"citizen-appeals-ai","AI-диспетчер обращений граждан","32616052939","84316312","27-05-2026","Оказание услуг по подготовке и публикации контента и продвижению сайта Учреждения","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ОХРАНЫ ЗДОРОВЬЯ ЖИВОТНЫХ""","Владимирская область","691200","","обработка обращений; единая система обращений","documentation","6454","","https://www.tenderguru.ru/tender/84316312",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","32616050037","84318163","27-05-2026","№198 Поставка компьютерного и офисного оборудования для нужд АУЗ УР ""РСП МЗ УР""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГЕНТСТВО ПО ГОСУДАРСТВЕННОМУ ЗАКАЗУ РЕСПУБЛИКИ ТАТАРСТАН""","Татарстан","346970","","классификация обращений; единая система обращений","documentation","6454","","https://www.tenderguru.ru/tender/84318163",""""""
"citizen-appeals-ai","AI-диспетчер обращений граждан","32616049117","84280170","26-05-2026","Поставка фотоэлектрических датчиков ФСП-1.2","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТУАЛЬНЫЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""","Москва","325847","","классификация обращений; служба 122","documentation","1231","","https://www.tenderguru.ru/tender/84280170",""""""
