tender_id,tenderguru_card_id,documentation_result_id,date,niche,classification,relevance_score,matched_terms,matched_queries,query_groups,sources,reason,tender_name,customer,customer_inn,category,region,price,end_time,fz,etp,tender_num_outer,tender_link,tenderguru_link,doc_links_from_documentation_search,docs_count_in_card,docs_status,docs_ai_api_url,sphere,sphere_label,sphere_confidence,sphere_evidence,secondary_spheres,sphere_needs_review
"93983068","93983068","","28-04-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Передача прав использования СБИС модуль ЭО-Базовый, Бюджет","БОУ ДО Г. ОМСКА ""ДЮЦ""СМЕНА""","","Системная интеграция, оргтехника","Омская область","7800","30-04-2026","","ЭЛЕКТРОННЫЙ МАГАЗИН РТС-МАРКЕТ (Закупки малого объема)","10246557","https://www.rts-tender.ru/poisk/id/l14687454-3-9-1/","https://www.tenderguru.ru/tender/93983068","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93983068&ff=a&drl=1","education_science","Образование / наука","high","Права на модуль СБИС закупаются учреждением дополнительного образования.","it_internal","false"
"32615959840","93991443","","28-04-2026","document_ai","ai_core","8","распознавание документов","""распознавание документов""","document_ai","search","найдено в карточке/названии; совпадения: распознавание документов; карточка содержит 500 символов описания","Поставка программно-аппаратного комплекса для сканирования и распознавания документов","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""МЕЖОТРАСЛЕВОЙ НАУЧНО-ТЕХНИЧЕСКИЙ КОМПЛЕКС ""МИКРОХИРУРГИЯ ГЛАЗА"" ИМЕНИ АКАДЕМИКА С.Н. ФЕДОРОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","7713059497","Системная интеграция, оргтехника","Оренбургская область","699000","07-05-2026","223","РТС-тендер","32615959840","https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=32615959840&morphology=on&search-filter=Дате+размещения&pageNumber=1&sortDirection=false&recordsPerPage=_10&showLotsInfoHidden=false&sortBy=UPDATE_DATE&fz44=on&fz223=on&af=on&ca=on&pc=on&pa=on&currencyIdGeneral=-1","https://www.tenderguru.ru/tender/93991443","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw_aWQ9MTEwMzcxMjEw","1","docsXML available","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93991443&ff=a&drl=1","healthcare","Медицина","high","ПАК для распознавания документов закупает национальный медицинский исследовательский центр микрохирургии глаза.","it_internal","false"
"93972726","93972726","","28-04-2026","process_automation","automation_software","7","rpa","RPA","process_automation","search","найдено в карточке/названии; совпадения: rpa; карточка содержит 500 символов описания","Выполнение работ по доработке и интеграции платформы PIX RPA с такими платформами как: ВРМ, ПК «Сирена», 1С БИТ УЗ, AI Yandex Cloud, Content Reader, а также по настройке самих платформ.","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОСИБИРСКЭНЕРГОСБЫТ""","5407025576","Системная интеграция, оргтехника","Новосибирская область","300120","30-04-2026","","Система коммерческих торгов com.roseltorg.ru","B2804260852509","https://www.roseltorg.ru/procedure/B2804260852509","https://www.tenderguru.ru/tender/93972726","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy80ZDJkNjA0NC1hNDYxLTQxNGUtYjMxNy01OWU1Mjg1MGM0NzI | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy8zMzMxZGI0Mi00MmM1LTExZjEtODEzNS03OTZlN2NlOWNhODU | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy9hcmNoaXZlP3Byb2NlZHVyZT1hOWUyOWJkOC0yN2RkLTRmNDktOGY5Yy0yM2JkYjRlMjhkY2E | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy8zMWU2NWE2YS00MmM1LTExZjEtYmJiZS1iZmRkMTg4Zjc5YWQ | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy8zMDMwZDBiOC0yZjdmLTQ5NWItYTlkMS0wMzA5OTlmNmFkODQ | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy8xYjI1YjA2OC1mMWU3LTQ5MTctODFiYi03MGFhMTU3NWEyMjU | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy9hcmNoaXZlP2xvdD1jOTM5MjljZC02MGIzLTRlN2YtYjY2YS0yOTNiMGQ1ZTcwOGI | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy82ODRmNzJlMi03MGU3LTQ5ZDQtYTI3Zi01YjBhNDAzMzNjYjI | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy8zMmIzOTIxZS00MmM1LTExZjEtYTg3OS00ZDBjZWExMjNhZmM | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9idXNpbmVzcy5yb3NlbHRvcmcucnUvYXBpL3YxL2RvY3VtZW50cy8zMjZjZWJjYS00MmM1LTExZjEtODczMi1iNWYxNmQyZmFlNDg","1","docsXML available","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93972726&ff=a&drl=1","industry_energy","Промышленность / энергетика","high","RPA-платформа интегрируется для энергосбытовой компании.","it_internal","false"
"93927894","93927894","","25-04-2026","ai_general","ai_core","19","искусственный интеллект; машинное обучение","""искусственный интеллект""; ""машинное обучение""","ai_general; ml","search","найдено в карточке/названии; совпадения: искусственный интеллект, машинное обучение; карточка содержит 500 символов описания","Сервер с GPU","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТРО КЭШ ЭНД КЕРРИ""","","Системная интеграция, оргтехника","Москва","","30-04-2026","","ЭТП Бидзаар","","https://bidzaar.com/process/light/019db003-0661-79dd-aa2b-1b7096c89d79","https://www.tenderguru.ru/tender/93927894","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93927894&ff=a&drl=1","retail_commerce","Ритейл / коммерция","high","GPU-сервер закупает компания Metro Cash & Carry из сферы ритейла.","it_internal","false"
"rq_0301300023126000001","93931332","","25-04-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект","Запрос цены. Оказание Услуг по техническому сопровождению программного обеспечения «СИСТЕМА ПОДДЕРЖКИ ПРИНЯТИЯ ВРАЧЕБНЫХ РЕШЕНИЙ «WEBIOMED.DHRA» по ТУ 62.01.29-001-40910226-2023», являющееся медицинским изделием (Регистрационное удостоверение № РЗН 2024/22901)» (далее «Webiomed», Система).","государственное бюджетное учреждение здравоохранения Республики Башкортостан Акъярская центральная районная больница","","Системная интеграция, оргтехника","Алтай","","","44","","rq_0301300023126000001","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=rq_0301300023126000001","https://www.tenderguru.ru/tender/93931332","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93931332&ff=a&drl=1","healthcare","Медицина","high","Сопровождается медицинское изделие Webiomed для поддержки врачебных решений в районной больнице.","","false"
"173100005526000012","","83530695","24-04-2026","ai_general","ai_core","31","искусственный интеллект; технологии искусственного интеллекта; машинное обучение","""искусственный интеллект""; ""технологии искусственного интеллекта""; ""машинное обучение""","ai_general; ml","documentation","найдено также в документации; совпадения: искусственный интеллект, технологии искусственного интеллекта, машинное обучение","Выполнение работ по разработке и развитию автоматизированной информационной системы Федеральной службы по надзору в сфере здравоохранения на 2026 год","","","Транспорт","Москва","57874500","04-05-2026","","","","","https://www.tenderguru.ru/tender/83530695","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD03MUQwMzI5QTEyQ0U0M0Y0Qjg1OEUwQzYwQzhBNEI0MA%3D%3D/docs/83530695 | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=71D0329A12CE43F4B858E0C60C8A4B40","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=173100005526000012&ff=a&drl=1","healthcare","Медицина","high","АИС разрабатывается для Федеральной службы по надзору в сфере здравоохранения.","public_admin","false"
"93916045","93916045","","24-04-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание услуг по повышению квалификации путем организации и проведения образовательных мероприятий по теме: «Искусственный интеллект в управлении образовательными организациями: стратегии эффективности, аналитика данных и этические аспекты. Планирование и учет бюджетной деятельности учреждений. Платные услуги и иная приносящая доход деятельность учреждений»","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 31 ""СКАЗКА""","","Системная интеграция, оргтехника","Краснодарский край","118800","27-04-2026","","ЭЛЕКТРОННЫЙ МАГАЗИН РТС-МАРКЕТ (Закупки малого объема)","10235625","https://www.rts-tender.ru/poisk/id/l14674414-3-9-1/","https://www.tenderguru.ru/tender/93916045","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93916045&ff=a&drl=1","education_science","Образование / наука","high","Повышение квалификации касается ИИ в управлении образовательными организациями.","","false"
"93864649","93864649","","23-04-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание услуг по предоставлению вычислительных мощностей (B300)","АНО ""Институт искусственного интеллекта""","","Системная интеграция, оргтехника","Москва","66000000","28-04-2026","","Закупки для коммерческих заказчиков com.sberbank-ast.ru","","https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/3973268","https://www.tenderguru.ru/tender/93864649","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93864649&ff=a&drl=1","education_science","Образование / наука","medium","Вычислительные мощности закупает АНО «Институт искусственного интеллекта», прикладная отрасль не раскрыта.","it_internal","true"
"93866306","93866306","","23-04-2026","analytics","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Мониторинг цен в электронной форме на Оказание услуг по реализации решения-«системы искусственного интеллекта по распознаванию результатов металлографического контроля на АО ЧМЗ»-","Акционерное общество ""Чепецкий механический завод""","","Системная интеграция, оргтехника","Удмуртия","","04-05-2026","","Торги заказчиков атомной отрасли atom.roseltorg.ru","","https://www.roseltorg.ru/procedure/ATOM22042600113","https://www.tenderguru.ru/tender/93866306","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93866306&ff=a&drl=1","industry_energy","Промышленность / энергетика","high","ИИ применяется для распознавания результатов металлографического контроля на промышленном заводе.","","false"
"rq_0373100124926000085","93867992","","23-04-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект","Запрос цены. Закупка вычислительных узлов","федеральное государственное бюджетное учреждение ""Главный центр связи и защиты информации Министерства внутренних дел Российской Федерации""","","Системная интеграция, оргтехника","Москва","","","44","","rq_0373100124926000085","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=rq_0373100124926000085","https://www.tenderguru.ru/tender/93867992","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93867992&ff=a&drl=1","security","Безопасность","high","Вычислительные узлы закупает главный центр связи и защиты информации МВД.","public_admin","false"
"93870111","93870111","","23-04-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание услуг по реализации решения «системы искусственного интеллекта по распознаванию результатов металлографического контроля на АО ЧМЗ»","АО ЧМЗ","","Системная интеграция, оргтехника","Удмуртия","","04-05-2026","","ЭТП «Фабрикант»","atom_971498","https://www.fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=971498","https://www.tenderguru.ru/tender/93870111","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9zdG9yYWdlLmZhYnJpa2FudC5ydS9zMi9wdWJsaWMvMjAyNi8wNC8yMi8wZDJmNzc5ODE3ZGUxMzQxYmE5ZDFmMTcyYTNjM2FhZS8zNTM2YjJlNDZjM2EwMGM5MTEyNmM3YzE3NjRkZjYxOC82OWU4NzgxZGRlYTAzMjk5YmE4NTM3MzVlZWQ0OTdmZjE2YzlhYjJhY2I4NDY5NDg0YmMwZS4_bmFtZT0lRDAlOUYlRDElODAlRDAlQkUlRDAlQjUlRDAlQkElRDElODIrJUQwJUI0JUQwJUJFJUQwJUIzJUQwJUJFJUQwJUIyJUQwJUJFJUQxJTgwJUQwJUIwLmRvY3g | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9zdG9yYWdlLmZhYnJpa2FudC5ydS9zMi9wdWJsaWMvMjAyNi8wNC8yMi8wZDJmNzc5ODE3ZGUxMzQxYmE5ZDFmMTcyYTNjM2FhZS8zNTM2YjJlNDZjM2EwMGM5MTEyNmM3YzE3NjRkZjYxOC82OWU4Nzg0Y2M0MWJmYzBhYzU4ZDAxNDQwNDZjYzU5MTRjOTdmOTc2MTg5YmUwZjFlY2RmZS4_bmFtZT0lRDAlQTIlRDAlQjUlRDElODUlRDAlQkQlRDAlQjglRDElODclRDAlQjUlRDElODElRDAlQkElRDAlQkUlRDAlQjUrJUQwJUI3JUQwJUIwJUQwJUI0JUQwJUIwJUQwJUJEJUQwJUI4JUQwJUI1LnBkZg","1","docsXML available","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93870111&ff=a&drl=1","industry_energy","Промышленность / энергетика","high","Система ИИ применяется для металлографического контроля на промышленном предприятии АО ЧМЗ.","","false"
"93873841","93873841","","23-04-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Повышению квалификации путем организации и проведения образовательных мероприятий по теме: «Искусственный интеллект в управлении образовательными организациями: стратегии эффективности, аналитика данных и этические аспекты. Планирование и учет бюджетной и внебюджетной деятельности учреждений. Платные услуги и иная приносящая доход деятельность учреждений»,","ГКУ ""ДЕТСКИЙ ДОМ (СМЕШАННЫЙ) № 25""","","Системная интеграция, оргтехника","Ставропольский край","51166","29-04-2026","","ЭЛЕКТРОННЫЙ МАГАЗИН РТС-МАРКЕТ (Закупки малого объема)","10230096","https://www.rts-tender.ru/poisk/id/l14667822-3-9-1/","https://www.tenderguru.ru/tender/93873841","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93873841&ff=a&drl=1","education_science","Образование / наука","high","Мероприятия посвящены ИИ в управлении образовательными организациями и закупаются детским домом.","social_services","false"
"93876266","93876266","","23-04-2026","ai_general","ai_core","9","нейросеть","нейросеть","ml","search","найдено в карточке/названии; совпадения: нейросеть; карточка содержит 500 символов описания","Услуги по сопровождению и технической поддержке информационной системы (Нейросеть)","Евразийский электронный портал","","Системная интеграция, оргтехника","","","04-05-2026","","","","https://eep.mitwork.kz/ru/publics/buy/190480","https://www.tenderguru.ru/tender/93876266","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93876266&ff=a&drl=1","it_internal","Внутренняя ИТ-автоматизация","low","Указана только поддержка информационной системы, прикладная отрасль не раскрыта.","","true"
"93839712","93839712","","22-04-2026","computer_vision","ai_core","18","искусственный интеллект; распознавание изображений","""искусственный интеллект""; ""распознавание изображений""","ai_general; computer_vision","search","найдено в карточке/названии; совпадения: искусственный интеллект, распознавание изображений; карточка содержит 500 символов описания","Оказание услуг по передаче лицензии на программное обеспечение для заполнения бланков аттестатов","БОУ Г. ОМСКА ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 71""","","Системная интеграция, оргтехника","Омская область","2500","27-04-2026","","ЭЛЕКТРОННЫЙ МАГАЗИН РТС-МАРКЕТ (Закупки малого объема)","10223866","https://www.rts-tender.ru/poisk/id/l14660406-3-9-1/","https://www.tenderguru.ru/tender/93839712","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93839712&ff=a&drl=1","education_science","Образование / наука","high","ПО для заполнения бланков аттестатов закупается школой.","","false"
"0187200001726000427","93820933","","22-04-2026","ai_general","ai_core","9","нейронная сеть","""нейронная сеть""","ml","search","найдено в карточке/названии; совпадения: нейронная сеть; карточка содержит 500 символов описания","Выполнение работ по развитию искусственной нейронной сети «Вика»","Департамент государственного заказа Ханты-Мансийского автономного округа - Югры","8601032989","Системная интеграция, оргтехника","Ханты-Мансийский АО","2000000","08-05-2026","44","ЭТП «Фабрикант»","0187200001726000427","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0187200001726000427","https://www.tenderguru.ru/tender/93820933","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93820933&ff=a&drl=1","public_admin","Госуправление","medium","Развивается нейросеть для регионального департамента госзаказа, конкретная отрасль применения не указана.","it_internal","true"
"32615930840","93794722","","21-04-2026","custom_software","automation_software","14","искусственный интеллект; разработка информационной системы","""искусственный интеллект""; ""разработка информационной системы""","ai_general; custom_software","search","найдено в карточке/названии; совпадения: искусственный интеллект, разработка информационной системы; карточка содержит 500 символов описания","2026/9-47 Выполнение работ по разработке информационной системы ""Экосистема искусственного интеллекта""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕТЕВАЯ КОМПАНИЯ""","1655391893","Системная интеграция, оргтехника","Татарстан","31007520","06-05-2026","223","Система электронных торгов ЗаказРф (zakazrf)","32615930840","https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=32615930840&morphology=on&search-filter=Дате+размещения&pageNumber=1&sortDirection=false&recordsPerPage=_10&showLotsInfoHidden=false&sortBy=UPDATE_DATE&fz44=on&fz223=on&af=on&ca=on&pc=on&pa=on&currencyIdGeneral=-1","https://www.tenderguru.ru/tender/93794722","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw_aWQ9MTEwMTY0NzMz","1","docsXML available","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93794722&ff=a&drl=1","industry_energy","Промышленность / энергетика","high","Информационная система ИИ разрабатывается для сетевой энергетической компании.","it_internal","false"
"93779036","93779036","","21-04-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Услуги по проведению практического семинара ""Искусственный интеллект в работе HR и кадровика""","Евразийский электронный портал","","Системная интеграция, оргтехника","","","22-04-2026","","","","https://eep.mitwork.kz/ru/publics/buy/190027","https://www.tenderguru.ru/tender/93779036","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93779036&ff=a&drl=1","it_internal","Внутренняя ИТ-автоматизация","medium","Семинар относится к применению ИИ в HR и кадровой работе, отрасль заказчика не раскрыта.","","true"
"93779033","93779033","","21-04-2026","ai_general","ai_core","9","нейросеть","нейросеть","ml","search","найдено в карточке/названии; совпадения: нейросеть; карточка содержит 500 символов описания","Услуги по сопровождению и технической поддержке информационной системы (Нейросеть)","Евразийский электронный портал","","Системная интеграция, оргтехника","","","","","","","https://eep.mitwork.kz/ru/publics/buy/189999","https://www.tenderguru.ru/tender/93779033","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93779033&ff=a&drl=1","it_internal","Внутренняя ИТ-автоматизация","low","Указана поддержка ИС «Нейросеть», заказчик и прикладная отрасль не раскрыты.","","true"
"93761968","93761968","","20-04-2026","ai_general","ai_core","20","искусственный интеллект; технологии искусственного интеллекта","""искусственный интеллект""; ""технологии искусственного интеллекта""","ai_general","search","найдено в карточке/названии; совпадения: искусственный интеллект, технологии искусственного интеллекта; карточка содержит 500 символов описания","Право предоставления доступа к сервисам генерации контента на базе технологий искусственного интеллекта для нужд ООО ""Лента""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНТА""","","Системная интеграция, оргтехника","Санкт-Петербург","","28-04-2026","","ЭТП Бидзаар","","https://bidzaar.com/process/light/019d9b10-bea4-7f26-a178-26f634c6b4ff","https://www.tenderguru.ru/tender/93761968","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93761968&ff=a&drl=1","retail_commerce","Ритейл / коммерция","high","Сервисы генерации контента закупаются для ООО «Лента», компании розничной торговли.","it_internal","false"
"93774776","93774776","","20-04-2026","process_automation","automation_software","10","bpm; bpms","BPM","process_automation","search","найдено в карточке/названии; совпадения: bpm, bpms; карточка содержит 500 символов описания","Оказание услуг по разработке, настройке и отладке информационной системы на базе платформы BPMSoft (правообладателя ООО «БПМСофт») по заявкам (запросам на изменение) Заказчика","АО ""ПРОМИНН""","","Системная интеграция, оргтехника","Москва","","29-04-2026","","ЭТП «Фабрикант»","atom_970436","https://www.fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=970436","https://www.tenderguru.ru/tender/93774776","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9zdG9yYWdlLmZhYnJpa2FudC5ydS9zMi9wdWJsaWMvMjAyNi8wNC8yMC81ZjA3YWY4ODZmMjYyY2RkMjg0MGMyNmU2NjBiYTVjMS82OGZmY2ZjZGNlOTNmNGNiZDM0MjEyMmI1YmM3NzNmNS82OWU1Y2ZhODczZGM0OWE2MTM2MjQ3MjNkZTM0N2I3MmFmMmEwODhiOGJlMDEyYzA4ZWI5MC4_bmFtZT0lRDAlQTIlRDAlQjUlRDElODUlRDAlQkQlRDAlQjglRDElODclRDAlQjUlRDElODElRDAlQkElRDAlQkUlRDAlQjUrJUQwJUI3JUQwJUIwJUQwJUI0JUQwJUIwJUQwJUJEJUQwJUI4JUQwJUI1LnBkZg | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9zdG9yYWdlLmZhYnJpa2FudC5ydS9zMi9wdWJsaWMvMjAyNi8wNC8yMC81ZjA3YWY4ODZmMjYyY2RkMjg0MGMyNmU2NjBiYTVjMS82OGZmY2ZjZGNlOTNmNGNiZDM0MjEyMmI1YmM3NzNmNS82OWU1Y2ZhOTQ1MjRmNzVmNWUyMGQ3MmIzZDYzMTZkMTQ5MGI5ODFmY2Q5NTBlMjgxYTRkYy4_bmFtZT0lRDAlQTQlRDAlQkUlRDElODAlRDAlQkMlRDAlQjArJUQxJTgwJUQwJUIwJUQxJTgxJUQxJTg3JUQwJUI1JUQxJTgyJUQwJUIwKyVEMSU4NiVEMCVCNSVEMCVCRCVEMSU4QislRDAlQTIlRDAlOUElRDAlOUYuZG9jeA | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9zdG9yYWdlLmZhYnJpa2FudC5ydS9zMi9wdWJsaWMvMjAyNi8wNC8yMC81ZjA3YWY4ODZmMjYyY2RkMjg0MGMyNmU2NjBiYTVjMS82OGZmY2ZjZGNlOTNmNGNiZDM0MjEyMmI1YmM3NzNmNS82OWU1Y2ZhOWJiNzY2OWY1ODc2YzliNGM4NzY4ZTI4MDAzMGY5ZGI3YWUxYzU2NWFmYjQ2MC4_bmFtZT0lRDAlOTglRDAlQkQlRDElODQlRDAlQkUlRDElODAlRDAlQkMlRDAlQjAlRDElODYlRDAlQjglRDAlQkUlRDAlQkQlRDAlQkQlRDAlQkUlRDAlQjUrJUQxJTgxJUQwJUJFJUQwJUJFJUQwJUIxJUQxJTg5JUQwJUI1JUQwJUJEJUQwJUI4JUQwJUI1LmRvY3g | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly9zdG9yYWdlLmZhYnJpa2FudC5ydS9zMi9wdWJsaWMvMjAyNi8wNC8yMC81ZjA3YWY4ODZmMjYyY2RkMjg0MGMyNmU2NjBiYTVjMS82OGZmY2ZjZGNlOTNmNGNiZDM0MjEyMmI1YmM3NzNmNS82OWU1Y2ZhYTg1ZDczMGUzZjU3NTcwMzE4Y2QyMTFkZGQwYjlmMzAyYWI3YmZhYzRmZWE0Mi4_bmFtZT0lRDAlOUYlRDElODAlRDAlQkUlRDAlQjUlRDAlQkElRDElODIrJUQwJUI0JUQwJUJFJUQwJUIzJUQwJUJFJUQwJUIyJUQwJUJFJUQxJTgwJUQwJUIwLmRvY3g","1","docsXML available","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93774776&ff=a&drl=1","it_internal","Внутренняя ИТ-автоматизация","medium","Разрабатывается и настраивается BPMSoft-система, прикладная отрасль заказчика по данным строки неясна.","","true"
"93759773","93759773","","20-04-2026","computer_vision","ai_core","8","распознавание изображений","""распознавание изображений""","computer_vision","search","найдено в карточке/названии; совпадения: распознавание изображений; карточка содержит 500 символов описания","Предоставление неисключительных прав на использование программного обеспечения модуля распознавания изображений и оказание услуг по установке и первоначальной настройке программного обеспечения в ИТ-инфраструктуре Заказчика","Торговая Система «ТЭК-Торг»","","Системная интеграция, оргтехника","","","04-05-2026","","Торговая Система «ТЭК-Торг»","","https://www.tektorg.ru/223-fz/procedures/18860159","https://www.tenderguru.ru/tender/93759773","","0","docsXML empty in tender card","https://www.tenderguru.ru/api2.3/export?dtype=json&mode=ai&act=webhook&t=93759773&ff=a&drl=1","it_internal","Внутренняя ИТ-автоматизация","medium","Модуль распознавания изображений устанавливается в ИТ-инфраструктуре заказчика, отрасль применения не раскрыта.","","true"
